MODZCTA,weighted_no_health_insurance,weighted_No_vehicle,weighted_Household_num,weighted_household_income_mean,weighted_Bachelor,weighted_Population,weighted_estimated_average_age_mean,weighted_Black,weighted_Hispanic,median_median_age
11377.0,4829.12176844698,12770.095087295744,26766.886596763612,69065.87644010072,11409.11501489626,83193.0089505979,39.52079732733151,1644.2979681716956,25882.55876329257,39.875
11378.0,2041.9341360141066,2611.3177014537455,11387.510130023606,87832.01940389398,4473.829102812472,40746.44110087477,38.065188707923426,464.64193219692277,10740.240827180296,39.9
11379.0,2071.698403775019,2938.075622561383,13054.76465543256,90528.47741935434,6361.27762850149,42616.48161120683,40.21354794388148,437.7945450390715,8548.354972034855,41.25
11385.0,11560.864113205065,14425.71071595232,34049.2349018146,78001.90038457708,13871.11713066327,122448.22102927085,37.20411571874746,3307.693101796056,47084.23311377698,36.65
11411.0,936.8545729464909,776.9747768776556,6081.1886199982055,107143.89032555775,2989.9387855251066,21559.66536641387,44.12556507481644,18235.74067895646,1306.595662742803,45.3
11412.0,2859.0743873505903,2231.783250612066,11379.45100201092,95362.47334561907,4705.976224911922,42956.53783535734,40.02854811078196,34280.389878325645,2743.2100519122214,41.2
11413.0,2546.404071215813,2067.6942051836027,13248.418550520013,101748.48202071904,5336.171872303108,49569.7265032232,39.943514311348366,41606.429221239065,3071.064768655219,39.825
11414.0,366.3516037352821,1407.4981729598048,8632.529841656513,75424.09468822171,2363.8932196508317,26158.67803491676,42.105773337187976,1195.8733252131544,6678.980105562321,43.825
11415.0,1123.3125027747633,2810.5012199537596,6940.202830865181,85382.91772348517,3073.894118332143,19520.10201547744,39.603212754503865,1324.8980197906017,3830.8845971886176,40.2
11416.0,2273.920827176742,2134.4983859158756,7158.2343362481515,76762.5489075006,3167.4310658260965,35593.46975333582,36.84502221942902,1654.0986080807047,11919.891964667344,38.4
11417.0,2449.7947955183254,2090.4893567941763,9751.070877241504,78146.83933860881,3790.1956428118747,43329.33810807314,35.79847890906355,2945.310696138812,12770.019782750976,37.9
11418.0,3712.1064745438384,3835.397740114722,11228.838915482556,76223.25746872088,5114.161173004266,47349.31750317587,38.56812917361011,3576.436090841801,15063.025270862761,39.95
11419.0,4355.839492735715,2808.04631411184,12151.261462609626,85510.57789280704,4850.689121891132,54566.77800580166,39.88082190653702,6401.048864028127,9549.913999336815,41.65
11420.0,4638.409535560153,2659.4694209024947,13569.162669692534,85663.35871256609,5335.366662224271,61404.080425703214,38.706315577086265,13104.359179791212,11825.926554910213,40.6
11421.0,4855.34033415981,3533.6704829298906,11807.094360545665,79417.81389376498,5530.180769523806,60955.69819581073,38.37774590491719,2679.033188809895,25808.701481179065,39.7
11422.0,1235.174522165292,1122.4258795456442,6051.034365953764,97545.29283733538,2748.125085106168,20847.736770055573,41.99995494041334,15713.494940977827,2211.783909167139,43.65
11423.0,1914.4479109734868,1958.5294382968975,7622.923866544745,75514.11859729083,3659.766112862925,29209.905231896253,41.09535724026274,9648.613905118047,4127.44603445444,42.45
11426.0,1141.3687192004804,682.8010791252516,5836.5076999763205,99743.9369797131,3919.7806135942888,24448.121357345182,41.061342928837696,1688.1933484801627,4441.317771699946,48.975
11427.0,913.3581462452379,828.9092994096092,5635.457541107013,92414.98484196067,3360.5513302735712,21113.15157572104,41.59181053666699,2815.7281721300997,3807.2005581212334,41.575
